01.06.2022 0:00:00	0	0	0	0
01.06.2022 0:30:00	0	0	0	0
01.06.2022 1:00:00	0	0	0	0
01.06.2022 1:30:00	0	0	0	0
01.06.2022 2:00:00	0	0	0	0
01.06.2022 2:30:00	0	0	0	0
01.06.2022 3:00:00	0	0	0	0
01.06.2022 3:30:00	0	0	0	0
01.06.2022 4:00:00	0	0	0	0
01.06.2022 4:30:00	0	0	0	0
01.06.2022 5:00:00	0	0	0	0
01.06.2022 5:30:00	0	0	0	0
01.06.2022 6:00:00	0	0	0	0
01.06.2022 6:30:00	0	0	0	0
01.06.2022 7:00:00	0	0	0	0
01.06.2022 7:30:00	0	0	0	0
01.06.2022 8:00:00	0	0	0	0
01.06.2022 8:30:00	0	0	0	0
01.06.2022 9:00:00	0	0	0	0
01.06.2022 9:30:00	0	0	0	0
01.06.2022 10:00:00	0	0	0	0
01.06.2022 10:30:00	0	0	0	0
01.06.2022 11:00:00	0	0	0	0
01.06.2022 11:30:00	0	0	0	0
01.06.2022 12:00:00	0	0	0	0
01.06.2022 12:30:00	0	0	0	0
01.06.2022 13:00:00	0	0	0	0
01.06.2022 13:30:00	0	0	0	0
01.06.2022 14:00:00	0	0	0	0
01.06.2022 14:30:00	0	0	0	0
01.06.2022 15:00:00	0	0	0	0
01.06.2022 15:30:00	0	0	0	0
01.06.2022 16:00:00	0	0	0	0
01.06.2022 16:30:00	0	0	0	0
01.06.2022 17:00:00	0	0	0	0
01.06.2022 17:30:00	0	0	0	0
01.06.2022 18:00:00	0	0	0	0
01.06.2022 18:30:00	0	0	0	0
01.06.2022 19:00:00	0	0	0	0
01.06.2022 19:30:00	0	0	0	0
01.06.2022 20:00:00	0	0	0	0
01.06.2022 20:30:00	0	0	0	0
01.06.2022 21:00:00	0	0	0	0
01.06.2022 21:30:00	0	0	0	0
01.06.2022 22:00:00	0	0	0	0
01.06.2022 22:30:00	0	0	0	0
01.06.2022 23:00:00	0	0	0	0
01.06.2022 23:30:00	0	0	0	0
02.06.2022 0:00:00	0	0	0	0
02.06.2022 0:30:00	0	0	0	0
02.06.2022 1:00:00	0	0	0	0
02.06.2022 1:30:00	0	0	0	0
02.06.2022 2:00:00	0	0	0	0
02.06.2022 2:30:00	0	0	0	0
02.06.2022 3:00:00	0	0	0	0
02.06.2022 3:30:00	0	0	0	0
02.06.2022 4:00:00	0	0	0	0
02.06.2022 4:30:00	0	0	0	0
02.06.2022 5:00:00	0	0	0	0
02.06.2022 5:30:00	0	0	0	0
02.06.2022 6:00:00	0	0	0	0
02.06.2022 6:30:00	0	0	0	0
02.06.2022 7:00:00	0	0	0	0
02.06.2022 7:30:00	0	0	0	0
02.06.2022 8:00:00	0	0	0	0
02.06.2022 8:30:00	0	0	0	0
02.06.2022 9:00:00	0	0	0	0
02.06.2022 9:30:00	0	0	0	0
02.06.2022 10:00:00	0	0	0	0
02.06.2022 10:30:00	0	0	0	0
02.06.2022 11:00:00	0	0	0	0
02.06.2022 11:30:00	0	0	0	0
02.06.2022 12:00:00	0	0	0	0
02.06.2022 12:30:00	0	0	0	0
02.06.2022 13:00:00	0	0	0	0
02.06.2022 13:30:00	0	0	0	0
02.06.2022 14:00:00	0	0	0	0
02.06.2022 14:30:00	0	0	0	0
02.06.2022 15:00:00	0	0	0	0
02.06.2022 15:30:00	0	0	0	0
02.06.2022 16:00:00	0	0	0	0
02.06.2022 16:30:00	0	0	0	0
02.06.2022 17:00:00	0	0	0	0
02.06.2022 17:30:00	0	0	0	0
02.06.2022 18:00:00	0	0	0	0
02.06.2022 18:30:00	0	0	0	0
02.06.2022 19:00:00	0	0	0	0
02.06.2022 19:30:00	0	0	0	0
02.06.2022 20:00:00	0	0	0	0
02.06.2022 20:30:00	0	0	0	0
02.06.2022 21:00:00	0	0	0	0
02.06.2022 21:30:00	0	0	0	0
02.06.2022 22:00:00	0	0	0	0
02.06.2022 22:30:00	0	0	0	0
02.06.2022 23:00:00	0	0	0	0
02.06.2022 23:30:00	0	0	0	0
03.06.2022 0:00:00	0	0	0	0
03.06.2022 0:30:00	0	0	0	0
03.06.2022 1:00:00	0	0	0	0
03.06.2022 1:30:00	0	0	0	0
03.06.2022 2:00:00	0	0	0	0
03.06.2022 2:30:00	0	0	0	0
03.06.2022 3:00:00	0	0	0	0
03.06.2022 3:30:00	0	0	0	0
03.06.2022 4:00:00	0	0	0	0
03.06.2022 4:30:00	0	0	0	0
03.06.2022 5:00:00	0	0	0	0
03.06.2022 5:30:00	0	0	0	0
03.06.2022 6:00:00	0	0	0	0
03.06.2022 6:30:00	0	0	0	0
03.06.2022 7:00:00	0	0	0	0
03.06.2022 7:30:00	0	0	0	0
03.06.2022 8:00:00	0	0	0	0
03.06.2022 8:30:00	0	0	0	0
03.06.2022 9:00:00	0	0	0	0
03.06.2022 9:30:00	0	0	0	0
03.06.2022 10:00:00	0	0	0	0
03.06.2022 10:30:00	0	0	0	0
03.06.2022 11:00:00	0	0	0	0
03.06.2022 11:30:00	0	0	0	0
03.06.2022 12:00:00	0	0	0	0
03.06.2022 12:30:00	0	0	0	0
03.06.2022 13:00:00	0	0	0	0
03.06.2022 13:30:00	0	0	0	0
03.06.2022 14:00:00	0	0	0	0
03.06.2022 14:30:00	0	0	0	0
03.06.2022 15:00:00	0	0	0	0
03.06.2022 15:30:00	0	0	0	0
03.06.2022 16:00:00	0	0	0	0
03.06.2022 16:30:00	0	0	0	0
03.06.2022 17:00:00	0	0	0	0
03.06.2022 17:30:00	0	0	0	0
03.06.2022 18:00:00	0	0	0	0
03.06.2022 18:30:00	0	0	0	0
03.06.2022 19:00:00	0	0	0	0
03.06.2022 19:30:00	0	0	0	0
03.06.2022 20:00:00	0	0	0	0
03.06.2022 20:30:00	0	0	0	0
03.06.2022 21:00:00	0	0	0	0
03.06.2022 21:30:00	0	0	0	0
03.06.2022 22:00:00	0	0	0	0
03.06.2022 22:30:00	0	0	0	0
03.06.2022 23:00:00	0	0	0	0
03.06.2022 23:30:00	0	0	0	0
04.06.2022 0:00:00	0	0	0	0
04.06.2022 0:30:00	0	0	0	0
04.06.2022 1:00:00	0	0	0	0
04.06.2022 1:30:00	0	0	0	0
04.06.2022 2:00:00	0	0	0	0
04.06.2022 2:30:00	0	0	0	0
04.06.2022 3:00:00	0	0	0	0
04.06.2022 3:30:00	0	0	0	0
04.06.2022 4:00:00	0	0	0	0
04.06.2022 4:30:00	0	0	0	0
04.06.2022 5:00:00	0	0	0	0
04.06.2022 5:30:00	0	0	0	0
04.06.2022 6:00:00	0	0	0	0
04.06.2022 6:30:00	0	0	0	0
04.06.2022 7:00:00	0	0	0	0
04.06.2022 7:30:00	0	0	0	0
04.06.2022 8:00:00	0	0	0	0
04.06.2022 8:30:00	0	0	0	0
04.06.2022 9:00:00	0	0	0	0
04.06.2022 9:30:00	0	0	0	0
04.06.2022 10:00:00	0	0	0	0
04.06.2022 10:30:00	0	0	0	0
04.06.2022 11:00:00	0	0	0	0
04.06.2022 11:30:00	0	0	0	0
04.06.2022 12:00:00	0	0	0	0
04.06.2022 12:30:00	0	0	0	0
04.06.2022 13:00:00	0	0	0	0
04.06.2022 13:30:00	0	0	0	0
04.06.2022 14:00:00	0	0	0	0
04.06.2022 14:30:00	0	0	0	0
04.06.2022 15:00:00	0	0	0	0
04.06.2022 15:30:00	0	0	0	0
04.06.2022 16:00:00	0	0	0	0
04.06.2022 16:30:00	0	0	0	0
04.06.2022 17:00:00	0	0	0	0
04.06.2022 17:30:00	0	0	0	0
04.06.2022 18:00:00	0	0	0	0
04.06.2022 18:30:00	0	0	0	0
04.06.2022 19:00:00	0	0	0	0
04.06.2022 19:30:00	0	0	0	0
04.06.2022 20:00:00	0	0	0	0
04.06.2022 20:30:00	0	0	0	0
04.06.2022 21:00:00	0	0	0	0
04.06.2022 21:30:00	0	0	0	0
04.06.2022 22:00:00	0	0	0	0
04.06.2022 22:30:00	0	0	0	0
04.06.2022 23:00:00	0	0	0	0
04.06.2022 23:30:00	0	0	0	0
05.06.2022 0:00:00	0	0	0	0
